Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Georgia,GEO,-14.7651573231485,3.83810078470003,7.02738534848979,8.26498885514242,7.18659906448971,3.91227683590895,4.35099163470379,2.83792180767264,2.8384671247927,4.78597233264762,4.71584540337722,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Germany,DEU,4.3516390599903,2.75592866985347,4.33869191573952,5.8685566312854,0.231212502717355,0.154547997552854,1.80042003787038,0.862787538298775,1.4081021738692,2.08280772084919,1.19576289074608,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Ghana,GHA,0.392139664963523,1.19073606083808,5.24929629042481,11.3154463953309,6.7335635915111,4.84749394231598,0.566072146028802,-0.113926824016588,1.14964735247376,5.76855148755246,3.95866714679696,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Greece,GRC,-1.05223289834686,3.49556360085978,-5.60077766134174,-8.99795499252181,-6.79786086982254,-2.53725855337746,1.41305809991432,0.220308446508582,0.225031001763696,1.70605806398576,2.19102952443156,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Greenland,GRL,-12.1958664394107,6.91102464537168,0.69531455570224,-0.470283635075262,1.53697694464275,-0.726861643140481,5.09192733313645,-2.21491888223918,4.54780858066064,0.495375930431848,3.48701139115857,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Grenada,GRD,4.65289881788694,4.47893879636443,-0.927075160248535,0.233770768075843,-1.75311068154448,1.66636351608054,6.62254832205858,5.76621354977149,3.11279213146641,3.88151521593714,3.63508314606946,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Guam,GUM,..,..,1.95202775367054,-0.0325642226990794,1.83192885531163,1.56421072008787,1.34852801805248,-0.0548728532360343,-0.386696991114576,-0.561803024355356,-1.16298305304063,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Guatemala,GTM,0.728084588397437,1.26523441476468,0.660606008963114,1.94356107087326,0.79880103212038,1.53635444095252,2.03208571757986,2.03073228914089,1.03703738650228,0.744146980276142,1.15441380050436,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Guinea,GIN,1.28894586906605,0.189644550418052,2.47169063950359,3.2983234836683,3.6128599072168,1.64800961649622,1.29576276192627,1.27287968082506,7.92839475221174,7.29197163375291,3.19829412987171,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Guinea-Bissau,GNB,3.76414004766939,3.3058118374565,1.95357842022229,5.29170553227767,-4.2841088312975,0.544731781281314,-1.67117159925397,3.39929449701764,3.56604944780965,3.27088724175688,1.24347414723864,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Guyana,GUY,-2.77067888609885,-0.972939245151778,3.89983808946602,4.83348208568901,4.80662215226317,4.48024708890374,3.3409017690021,2.51074035515622,2.8360592457815,1.59228299552139,3.59447101901753,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Haiti,HTI,-0.974078446587626,-0.855032292712508,-4.59538491674647,3.94617874030052,1.38051389062304,2.74674150786063,1.33110998436969,-0.162491567256609,0.100989435060853,-0.138520202694039,0.199179706745653,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Honduras,HND,-0.124848218591239,4.39693235429314,1.65220739480361,1.83748927544643,2.20029190468631,0.947659870598244,1.2505917863932,2.04736639148943,2.1237044529626,3.02969316765802,2.03037523829596,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Hong Kong SAR, China",HKG,3.49758835724873,6.71855488873754,5.98631197877843,4.11213681205757,0.583731408804169,2.68794028050394,2.04315204288785,1.51994693688222,1.5455079229281,3.07536682400236,2.18271353755111,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Hungary,HUN,..,4.75094476844124,0.892064394084002,2.10800410164327,-0.961635938753446,2.24414518778131,4.47614022299818,4.09285354584155,2.50204726512231,4.60053160751239,5.30035453797181,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Iceland,ISL,0.385665625444929,3.4652125599016,-3.29681937828269,1.57087821580129,0.758868479482075,3.15350746171212,0.95093285529444,3.3850187560388,5.87164373893354,2.17876476565004,1.60130798235352,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,India,IND,3.36507304280155,2.02108869495849,7.04234688705345,3.89393034480594,4.16549983071508,5.13495690740315,6.18673198340534,6.79703974950297,6.99700950410826,6.03515452770493,5.70911688548563,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Indonesia,IDN,5.34794515069348,3.48220912509996,4.81228178820898,4.74822060762054,4.6062842547838,4.15127123410866,3.63914313049396,3.55543956624815,3.75969380485401,3.8399824200488,3.98560422637033,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Iran, Islamic Rep.",IRN,10.7151794378833,4.5312395901435,4.59644695142671,1.44585223845904,-8.55329582619099,-1.42345211102175,3.27496229690991,-2.61109931279073,11.8686920039681,2.32769419892394,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Iraq,IRQ,53.974877929678,-1.59512448116988,3.65211606859424,4.10458369251923,9.77515805866716,3.48825313470289,-2.97222802043903,-0.864992152213489,11.944743123531,-4.94092180862006,-2.84164269387304,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Ireland,IRL,8.37500671725371,7.99647325469044,1.25674168561814,-0.0931766185208147,-0.198086862079819,0.819363314856702,7.76603048102096,23.9855100123151,2.51404618119044,6.97433032159738,7.14204113178181,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Isle of Man,IMN,2.65895648644354,4.0514258421402,2.81389127970854,1.9651547242029,3.63095094852963,5.19313227275364,5.61374170268959,-0.597583107806088,7.33165525758017,3.21458886576234,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Israel,ISR,4.04507937174832,4.65304344706855,3.689579220902,2.86480098065631,0.386733499756602,2.22261747395522,1.78550999108768,0.283374882783221,1.9634854703264,1.54874335156077,1.46819448325439,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Italy,ITA,1.90043978320719,3.73994653301939,1.40091534299962,0.534287439584816,-3.24206011995115,-2.97240379999698,-0.917813879753353,0.875477401786128,1.45187539107614,1.86871464141127,0.950146897238895,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Jamaica,JAM,3.49254678856299,0.0417150041122483,-1.97873758495648,1.1735090600902,-1.18023789201605,-0.0812249922738175,0.116180484247337,0.368152510191038,0.844838051176851,0.497977273627015,1.45452492809596,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Japan,JPN,4.53525066825296,2.60785131459751,4.17302753841349,0.0697628079004318,1.65731759271522,2.14753175324213,0.507999337353809,1.33040088110521,0.725146429018181,2.09655174515385,0.992931322487863,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Jordan,JOR,-3.74265060056149,2.39882700664482,-2.87747144546388,-2.78935125586044,-2.77569973353677,-2.35523732329864,-1.52251013238514,-1.43726833805459,-1.03873594338323,-0.262010615064241,0.129635568275077,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Kazakhstan,KAZ,..,10.130500110119,5.7942251111029,5.87351405658258,3.33405598314063,4.48511694588672,2.67671489744292,-0.268267117815157,-0.327514633495596,2.69343213409594,2.74027217125541,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Kenya,KEN,0.724833716220232,-2.12517316420769,5.49407678533396,3.28814461707709,1.81574030031956,3.14220543531229,2.69478834898624,3.11662198079976,3.34625215305526,2.4200205770605,3.89615298102062,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Kiribati,KIR,-2.9877251981744,4.45726100763069,-2.84616940567192,-0.152553371136122,3.09689279409933,2.74655205323278,-2.06039502642585,8.87368591449706,3.64049647867546,-1.10761087720842,0.513904298601034,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Korea, Rep.",KOR,8.73475681088456,8.01741822484246,5.96751942897514,2.88746326299865,1.75604381551683,2.42886676093485,2.69434312157743,2.24966152182131,2.46581296748374,2.62122194009741,2.3321730201375,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Kosovo,XKX,..,..,2.48213136621702,3.48417985066689,2.00090826459504,2.36968369213287,1.35059511618216,5.25073970267573,3.24515585374854,3.40056804291793,2.99194336916011,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Kuwait,KWT,..,-0.091234017799195,-7.9452794113574,3.53199240505253,0.869997883805951,-3.94300832473992,-3.97980158055327,-3.20082186828007,-0.22866443323835,-7.04335529504361,-0.741360738908625,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Kyrgyz Republic,KGZ,3.6880115927929,4.17835866808393,-1.65175311775052,4.67471569577968,-1.84814524183192,8.72062381984753,1.93443578099559,1.78254629085603,2.19667242371892,2.69491949275601,1.5728332119447,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Lao PDR,LAO,3.70708366226143,4.0429084764592,6.78083030005759,6.36380316742928,6.40076119727419,6.42812696029671,6.01633055533834,5.65639158224027,5.38631616022003,5.24466005201214,4.61588222048862,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Latvia,LVA,..,6.61798930386534,-2.46440753001707,8.23804817881964,5.43391382450638,3.42986291446299,2.87950346055712,4.10931169190289,2.7081684761481,4.71118077558484,5.47369057618796,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Lebanon,LBN,23.0751529425093,-1.16378806385772,4.9827753201877,-3.91800038397447,-3.5167405073303,-3.90424449942238,-3.77395674377047,-3.73930984948434,-1.09607988997021,-0.935234150336839,-0.342081302313773,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Lesotho,LSO,3.7310481949671,3.20752125768331,6.13897662176677,6.1933566891953,5.31113267912224,1.47440416746511,2.0666774982414,1.94004376885933,2.42364652373128,-3.04405636082056,0.33207349060136,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Liberia,LBR,..,..,2.35837175914735,4.80489688537516,4.90685980146857,5.82096228952889,-1.86681893490575,-2.5205546226379,-4.05719817175481,-0.0469852696917599,-1.22975996453044,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Libya,LBY,..,2.09312900732645,3.94222966276759,-62.3780768411361,121.779542551052,-14.0731087961491,-24.4978795656034,-9.66116844062559,-3.90117993138966,24.9711313888968,6.36824093250934,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Liechtenstein,LIE,1.04525778046738,1.9293165028067,..,..,..,..,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Lithuania,LTU,..,4.5645787027136,3.6327259527978,8.44743360077787,5.23529786234698,4.61176446748644,4.40179823371842,2.99755803703157,3.86742713812549,5.71553322530551,5.08896661508804,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Luxembourg,LUX,4.00981084856895,6.79469983116832,2.96812251049525,0.285277509939249,-2.71708852655756,1.28620669838423,1.86727728350047,1.87367055539431,2.34480720304488,-0.643742843208457,1.17800011729831,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Macao SAR, China",MAC,4.51706127229079,3.4237064673128,22.5127863568759,18.8866351939828,6.67951728760312,8.6321952086094,-3.34979455933313,-23.1411931925647,-2.4600444960065,8.166864718233,3.93160838930109,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Madagascar,MDG,0.196034407898466,1.54230950995915,-2.15184662828067,-1.18866898787051,0.233006170645837,-0.437934209231756,0.585373193908652,0.390790756551837,1.23485915756214,1.1850064142388,1.81024820355464,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Malawi,MWI,1.99564341786378,-1.10652178981513,3.84963262923304,1.89318713235363,-0.985564538460054,2.2559643361497,2.77826957420204,0.00205502305720984,-0.255885678311458,1.26339856039046,0.801419696455682,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Malaysia,MYS,5.98030357369224,6.35750270856816,5.62353738013289,3.66615628289205,3.95963465584536,3.27011405523191,4.59519358369842,3.6875522711987,3.04105536005241,4.31327421237684,3.3345011012496,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Maldives,MDV,..,1.66369472616866,3.64713721588616,4.35497370805287,-1.8033264698752,2.54266069013551,2.5377086830778,-1.61607799565601,1.73199898624804,2.30928086717373,2.88973083684236,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Mali,MLI,-4.26773145119597,-2.83182007597617,2.13587050709731,0.144374408582081,-3.72125390810444,-0.621668899114638,3.98168038762667,2.89675506057444,2.69850568632206,2.28586418670076,1.79167665678075,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Malta,MLT,5.25659773465001,6.08345885824623,3.03534634793951,0.878821508859758,1.8710407741906,3.15235295896767,6.55724431666039,8.2049254124704,3.2846537698677,3.84116671501731,3.34279731108256,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Marshall Islands,MHL,-0.475437097513947,0.695065375493243,7.33404365563037,-1.04581171880801,-2.69050966600611,3.31505673085584,-1.35748693075956,1.13143129285601,0.78727949875146,3.47773562769626,2.99498220807803,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Mauritania,MRT,-4.30371563338451,-3.02861556780711,1.75162138401295,1.66496581729245,2.71514904831321,3.00717502207819,2.53401628192107,-2.4299217839007,-1.02398608243631,0.208196426665296,0.714678742319364,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Mauritius,MUS,6.42594403741184,7.14471598141753,4.1291988641932,3.9110012482051,3.2094994517465,3.13285197547427,3.55690427086847,3.41602397332954,3.76659645807264,3.72056764808697,3.71722856647342,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Mexico,MEX,3.20338784922272,3.44098587862088,3.61718943622142,2.22716085156813,2.24714512087824,0.0294494166966928,1.49918893305392,2.0139271135847,1.67969391612471,0.936351596433013,0.991932458168463,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Micronesia, Fed. Sts.",FSM,1.32356213686531,5.20381167805736,2.32296839272752,2.65091750661126,-2.85839551335825,-4.97101534613785,-3.68782371478684,3.2297578647232,-0.308253107680528,1.53613744793218,-0.839033793843598,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Moldova,MDA,..,2.31557343051362,7.20700852986747,5.87936878134975,-0.576691756215325,9.07306796657757,5.06366348203859,-0.274048788710303,4.4722030874884,4.7721462779549,3.4966089969686,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Monaco,MCO,2.17971412904379,2.93082836550373,0.993333707739026,5.77626027093049,-0.207789358200785,8.29018183789059,5.99076148116389,3.79865846545411,2.54302600472818,-4.21020004167525,5.30456543094968,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Mongolia,MNG,-5.09644014944722,0.25193833578831,4.56235968298977,15.1541628086024,10.15919245027,9.43696905004099,5.74536027616632,0.388160070792992,-0.748813700768949,3.39455816245714,5.31725254619168,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Montenegro,MNE,..,3.27911928477501,2.54626359900882,3.12007432344627,-2.80558965147975,3.44799975962226,1.68497736098362,3.33242403444412,2.92551635940497,4.70468721379108,5.08258777197874,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Morocco,MAR,1.51496009530374,0.667222054270368,2.48564602664969,3.8353236533889,1.58051236593685,3.06034375385538,1.22949354840229,3.10311140049744,-0.221495789311248,2.73689499173508,1.64863051376007,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Mozambique,MOZ,-0.410304609960008,-1.48367976871955,3.60612955908299,4.49111441373786,4.34576820064608,4.04237411124211,4.43455939220347,3.74030376578392,0.884673466748737,0.775389933070514,0.458309215545086,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Myanmar,MMR,1.31511182921888,12.4345718189168,8.8751335662113,4.78428985744355,6.44943057184359,7.50854712806968,7.10610606017521,6.18061781450116,5.13503947229263,6.08396011112933,5.55580423750402,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Namibia,NAM,-1.29226993362704,1.72103481630452,4.14604362138419,3.24811094905522,3.23869440441418,3.78350531828858,4.48420942966257,4.1857243533242,-0.726735433970319,-2.70651858440438,-2.4008197720197,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Nauru,NRU,..,..,12.8017658503604,11.1070541251397,7.70896476785137,27.4924503491812,24.637413774384,-2.31779634462414,5.54372364888206,5.55409179280628,7.13107682619648,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Nepal,NPL,2.08661083324824,4.28748610688569,4.31324315760089,3.31387979486209,4.98141892008843,4.40723133138634,6.03223594315516,2.9094421828454,-0.319386312522269,6.78979820096511,4.90794694128547,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Netherlands,NLD,3.468277547838,3.45353824048497,0.824259960006415,1.07862821355482,-1.39591935084162,-0.424178633897782,1.05910126899116,1.50826615391395,1.64931554652068,2.30428480308397,2.00369176009356,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,New Caledonia,NCL,1.1745710195533,0.177142856723876,..,..,..,..,..,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,New Zealand,NZL,-0.767363480054328,2.30047357325512,0.416658971912256,1.55688985601536,1.66707487749034,1.79027013692314,2.16084649844561,1.64630892913071,1.4925846682536,0.962158613463629,0.846632297432691,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Nicaragua,NIC,-2.21926455654845,2.49442635790449,3.00247946162105,4.89434803539939,5.08177527006674,3.54342694309524,3.41510280256526,3.43707963946986,3.22441343077473,3.34979738227743,-5.01596554369522,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Niger,NER,-4.31406054342519,-4.90397935748985,4.27758354701263,-1.60598743943126,7.57304730179369,1.23463762063025,3.41624721905028,0.364737336840975,0.952882045467149,0.942737602603344,2.4953347016976,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Nigeria,NGA,8.93067776185528,2.41914198112183,5.15854524213108,2.52532401595037,1.47286746392983,3.85373055323622,3.51396344458755,-0.0292954286607028,-4.16841477020191,-1.78882678541616,-0.665579080187712,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,North Macedonia,MKD,..,4.01349858835862,3.27379740679477,2.253668162517,-0.541872333986234,2.83603369977965,3.54445430377378,3.77804304806897,2.77840104701819,0.180289922400874,2.61717694488996,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Northern Mariana Islands,MNP,..,..,1.80067119670252,-7.7623775913045,-0.0158584876467103,1.5222495580114,2.80818711710967,2.64046084009284,27.3793472893162,24.7378982355645,-20.0601037855457,..
